ハッキリ,ズタボロ,ガッチリ,スッキリ,ペラグラ,ハッピー,カップル,パッチリ,ピードタ,サンプル,ガラクタ,サッパリ,スイメー
5,1,1,3,1,1,4,2,1,1,1,1,1
