ペットボ,ヒーメー,スッキリ,ブランケッ,カップル,バッチリ,ヨロシク,クッキー,スーパー,チリンチリ,オードブ,カラコロ,ガッカリ,スタサラ,トッパー
3,2,2,2,1,2,1,1,3,3,3,3,5,2,1
