ふっくら,ぱくつい,くだから,とってく,くっつい,くすがや,ばらくさ,するとこ,がしたか,はっきり,こんがり,けっこん,どきする,からぐら,ちらから,くすはき,こちから,うとする,からどた,よろしく,ごくおい,しながら,もこちら,ちらこそ,くすさん,もそこそ,もたげた,からこち,うところ,いがする,するから,おいしく,さんこそ,はたじろ,からよろ,だったら,からだっ,ついこん,とってか,もぐらん,がみこん,つらかっ,ことだっ,たかだっ,わくする,かったじ,ごとひっ,うだから,べたがっ,らんぷり,ころだっ,しくてか,どきしな,くっきー,からぶら,だったか,こんとろ,だったぶ,たっぷり,がたくさ,すっかり,かすごく,かきつい,うしばら,けたとこ,うるさく,わたしね,ひそめた,もそうだ,ぶつけた,さんのこ,こうする,すごいが,べたこと,しばだっ,すっから,めたすー,くすもや,じみだっ,すること,しくする,さんがぷ,かりのこ,くつくら,がたかっ,くよかっ,さんもご,どかけら,ことがり,もそのた,しなかっ,どしばら,かぽかす,もりだっ,くすもそ,なようだ,くっつけ,たらふら,ついてく,ひたすら,めりあは,かったっ,からべり,たどきり,もそうは,しげにた,がたごと,すーぷっ,こちうろ,からこそ,かったら,うろする,だくさん,もそうし,もこうし,たらこん,わなかっ,さっぱり,からぱた,ふさわし,かったか,どしてく,からこう,くすから,ぴりどき,うしたら,かってく,いそうだ,こしてく
1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,1,10,1,6,3,16,1,4,2,3,1,1,2,1,5,1,1,1,5,8,1,1,1,1,1,1,2,1,1,2,1,4,1,1,1,1,1,16,1,7,1,1,1,1,10,1,1,1,1,1,2,1,8,1,6,1,1,1,1,1,1,1,1,23,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,85,2,1,1,1,1,2,1,1,2,5,1,2,1,1,1,11,2,1,1,3,2,1,9,1,2,3,7,1
