ぶつぶつ,そわそわ,ぐらぐら,ぼろぼろ,ぱくぱく
['\u3000私が強い口調で言うと将軍はなにかぶつぶつつぶやきながら部屋から出ていった。'],['\u3000隣には軍部の代表である将軍がいる。ここに向かう途中では「降伏は仕方がないがそれ以上の譲歩は許さんからな」、と言っていたにも関わらず彼は魔王城に到着してからはずっとそわそわし続けている。'],['\u3000大臣の言うことを簡単にまとめると、なんの後ろ盾もなく家族もいない私は殺されても構わない、ということである。私は愛国心という柱がぐらぐら、と動くのを感じながら大臣に言った。'],['\u3000骸骨兵に前後を固めらた将軍が戻ってきた。勇者の遺体がある魔王城の広間は勇者と魔王の戦いでぼろぼろだったらしい。まさに決死の戦いだったのであろう。交渉に魔王が顔を出さないことも含めれば、勇者はかなりの傷を相手にも与えたのかもしれない。'],['\u3000将軍は口をぱくぱくさせて怒りに顔を真っ赤にしたが私は気にしなかった。']
