ジタバタ,ウズガラ,プリカパ,スッキリ,ドキンドキ,スクラン,ガリゴリ,ガリボリ,ガッカリ,モロコシ,ソワドキ,ガラスー
4,1,1,1,1,1,1,1,1,27,1,2
