スッパリ,コントロ,ランペッ,ガッチリ,ノーサン,ケッサク,ヘッポコ,ブルピー,サッパリ,ボコスカ,トップス,ランデブ,ムズアップ
1,1,1,1,1,1,1,1,1,1,1,1,1
