バッシャー,ドタバタ,クッキー
['「確かにね。でも、あのフロアって結構綺麗に磨かれていたじゃない？\u3000ツルッて滑ってワインごとバッシャー……みたいな？」\n'],['\u3000赤い靴のカタリナは、元気で明るくて行動派の少女が巻き起こすドタバタを描いたシリーズ物だ。カタリナの髪や瞳の色はあえて書かずに、読んだ誰もが感情移入しやすいようにしてある。\n'],"['\u3000ティシィはクッキーを口に運んで、美味しいと笑った。\n', '\u3000ティシィは紅茶に砂糖を入れた。クッキーが甘いのに、紅茶にも砂糖。かなりの甘党だ。\n', '\u3000私は作りたてのクッキーを出しながら、呆れたように親友を見た。\n', '\u3000人数分のグラスに水を入れ、お代わり用の水差しを用意すると、クッキーも添えて玄関の外へと差し入れた。\n', '\u3000彼らを労ってから家に入ると、呑気にクッキーを食べているティシィの額を指で弾いた。\n', '「とりあえず警団に声をかけて、迷子の問い合わせがないならうちで預かるって連れてきたんです。よほど疲れていたのか、風呂に入れたらさっきまで眠ってたんですけど、寝る前に、アリス様が見舞いでくれたクッキーにすごく反応して。りちゅリちゅ言いながら嬉しそうに食べていたんで、もしかして『りちゅ』ってアリス様のことなのかなって」\n', '「先日のクッキーも美味しかったが、あれも君の手作りだろう」\n', '\u3000私も兄妹宛に別々の手紙――パーティーの件は気にしないでいい旨と、ドレスや花のお礼を書いて、焼いたばかりのクッキーを添えて送ったばかりだった。\n', '\u3000リリアナ様はクッキーを喜んでくれたと思うけど、侯爵は困ったかもしれない。でも、いらなければ侍女とか恋人に渡せばいいのだから問題ないはず。\n', '「クッキー？」\n', '\u3000昼食をすでに終えている子供たちにはクッキーを出している。\n']"
