ぷりぷり,ずばずば,ごたごた,ずるずる
['くりす付きの侍女、はんながぷりぷりと怒っていた。\n'],['無理もない。突然招かれた相手から、ずばずば内情を切り込んでこられたのだから、警戒するのも当たり前だ。\n'],['元々玉座に興味などないし、そういうごたごたに巻き込まれるのもご免であった。\n'],['「ずるずると嵌まっていった、と」\n']
