ちらこち,もたくさ,ゆさぶら,とくすく,かったた,がささや,こともご,するとこ,ばらくす,はっきり,ちらから,うとする,がりする,しくつか,よろしく,ずかしく,たためた,げたこと,すっきり,しながら,うところ,がつけら,くださっ,けたこと,にこちら,うようだ,だったら,からだっ,べりがつ,しなくちゃ,しなとこ,こそうと,かったじ,まろうと,うだから,ころだっ,ぬくもり,きりだっ,しとめら,だったか,びかから,のめかす,がたくさ,すっかり,たらめちゃ,もわかっ,ぶつけた,くださら,ぐってか,すっごく,すること,らんどー,あはかつ,くつもり,しなかっ,からずっ,くったっ,だらしな,もわから,めちゃくちゃ,くにらん,めたから,にたくさ,こともわ,ほっぺた,ころから,とこちら,にやたら,からこそ,するくら,つかわし,かったら,わなかっ,ちりぱち,ふさわし,かったか,たらよろ,くってく,ふらつい,からそろ,わないが,うしたら,ぶつかり,かってく,げたかっ
1,1,1,1,1,1,1,2,1,4,1,6,1,1,8,1,1,1,2,14,5,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,8,1,1,3,1,1,6,1,2,1,1,10,1,1,1,3,1,4,1,2,2,1,1,1,2,2,2,1,1,6,1,1,4,5,1,1,6,1,1,1,1,1,4,1,1,2
