はっきり,がらもり,うとする,よろしく,しながら,ざわつい,くらいそ,ひっぱた,てかたぶ,からこち,うところ,わなくちゃ,だったじ,うしたっ,くださっ,だったら,からつい,くらいじ,さんがみ,ことだっ,ぶりにこ,もそうね,ころだっ,がらさっ,こんだっ,だったか,いじけた,だったっ,さんから,もわかっ,もそうだ,くださら,すること,うとへら,つけてく,たらしく,ことから,てくすく,こうだっ,しなかっ,のしこり,からずっ,くらぼろ,へとぼと,にやめちゃ,もわから,がらこう,ちらつか,すいから,さんもり,ひたすら,かったっ,からかっ,からこそ,かったら,ぱりこう,わなかっ,さっぱり,ふさわし,かったか,ずっとこ,さんだっ,わないが,かってく,いそうだ
1,1,8,1,11,1,1,1,1,1,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,9,1,1,2,2,2,1,2,1,1,2,1,1,1,5,1,1,1,1,1,2,1,1,1,1,2,1,1,1,6,1,2,1,1,4,1,3,1,1,1
