べたにや,かさだっ,こんとこ,ぐちゃぐち,がくだら,ついてか,めたこと,うとする,しわくちゃ,ぶりくら,よろしく,ずかしく,しながら,きらいが,うところ,いがする,ことがっ,するから,さっそく,けたこと,ばらだっ,ことはた,のことこ,からよろ,だったら,からつい,ことすら,つらかっ,いらしく,ぶりにこ,うだから,こんだっ,きりだっ,だったか,がたくさ,あはくっ,こともた,かっぷる,しこもこ,もわかっ,ひらから,もそうだ,めたとこ,がってく,のこころ,のめもり,すること,ひりする,つけてく,がちかち,ことから,くいこう,じたこと,かすこと,もそもこ,しなかっ,とっくに,からずっ,もりだっ,からひた,もわから,はっぴー,からのこ,するいじ,ひたすら,ころから,もそうは,しばかり,からこそ,するくら,ゆるとこ,はたくさ,わなかっ,とろうと,ふさわし,かったか,じところ,さんだっ,わないが,いそうだ
1,1,1,1,1,1,2,7,1,2,1,2,6,2,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,5,2,2,2,1,1,2,1,1,2,1,1,1,5,1,1,1,7,1,5,4,1,1,1,1
