コンピュー,コントロ,スッキリ,グチョグチ,ワタシコ,バッチリ,ヨロシク,クッキー,チカクニ,バッシャー,グチャグチ,ポッキリ,ガクブル,ワタシオ
1,1,3,1,1,1,1,2,1,1,3,1,1,1
