辛い
"['「えぇ、本人が一番辛いと思います。優しすぎて自分よりも周りのことを考えてしまうから」\n', '\u3000――こるたは、陛下として扱われているのが辛いことを知っている？\n', '「だが、兄としては思ってしまうんだよ。王都に連れて来なければこんな辛い思いをさせずに済んだのにってね。僕もあの時、悲しみに暮れるてぃあを見て、結婚に反対していればと何度思ったことか」\n']"
