キラキラ,カツカツ
['\u3000木々の間から射し込む午後の陽光が、純白のドレスにキラキラと反射し、赤みがかった金色の髪を結い上げたクラリスの顔を美しく輝かせている。\n'],['\u3000そしてカツカツと音を立てて、何かを書き、クラリスへと見せる。\n']
