なみにこ,はっきり,ちらもた,うとする,ばしたか,げたこと,がらぱー,うところ,わーどか,ことすら,ことだっ,だったか,めたふる,すること,うともだ,ぶーめら,さってか,もりだっ,ことする,ころから,しないが,かったか,さらいが,かってく
1,1,1,1,1,1,1,1,1,2,1,1,1,8,1,1,1,2,1,2,1,1,1,1
