ブーメラ
['\u3000それお前の隣にいたであろうマリー男爵令嬢に言えよ。誰彼構わず声をかけて魅了する不埒者ならあなたの横にいたと思いますよ。後、婚約者がいるのに浮気した馬鹿上が言ってもブーメランにしかなってないです。']
