ぱっちり,がしてく,じたから,とってく,にたぶら,はっきり,うとする,くつだっ,よろしく,さらのこ,たらうる,こともそ,しながら,いがする,するから,ずたじろ,うとさら,がつけら,しくしと,からだっ,じめから,しなくちゃ,いがかり,ことすら,ことだっ,いらしく,きちんとこ,べたとこ,にやする,こそがり,だったた,だだから,だったか,おいてく,するなよ,がつくよ,ひそめた,あはこう,めたとこ,がってく,べたこと,もろくに,すること,つけてく,ばっかり,もそもこ,しなかっ,がたじろ,たったら,ついさっ,しなこと,もりだっ,しないが,がらおず,からこそ,かったら,はたくさ,わなかっ,かったか,ふらする,さんだっ,がりこん
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,2,1,1,2,1,1,1,3,1,2,3,1,1,1
