たたいら,うとする,のたいら,すること
['\u3000帝国軍は、突出してきたたいらー提督率いる部隊に、砲火を集中させるも、増強された同盟軍左翼は、この裂け目を通り抜けた。'],['\u3000しかし、上下左右中央の各部隊を、交互に後退させ持久戦に持ち込もうとする、だいなまいと艦隊の機動に手を焼いていた。'],['\u3000最も信頼する左翼のたいらー提督へ、本隊の予備艦隊を回すこと'],"['\u3000ここで帝国艦隊の一つと、同盟艦隊が激突することとなる。', '\u3000短期で決着しなければ、遠からず別艦隊が来援することは分かっている。']"
