ホログラ,ハッキリ,コンピュー,コンブル,キャッサバ,キーボー,バッチリ,クッキー,キリムシ,サンプル,ムシスー,ガッガリ,ムシャムシ,ノコジュー
19,1,14,3,2,1,1,4,8,5,6,1,1,12
