バラバラ,スヤスヤ,シクシク
['体がバラバラになっていくのが分かる。\n'],"['絵本を読んでいるうちに、気が付くと坊ちゃまはスヤスヤと眠りについている事が多かった。\n', '毎晩、絵本を読み聞かせてくれた彼女のお陰で、俺はスヤスヤと寝る事が出来た。\n']",['坊ちゃまは夜になると、暗闇を恐れてシクシクと泣いている事が多かったので、私は絵本を作り毎晩読み聞かせることにした。\n']
