ハッキリ,コンピュー,トップク,スラスタ,サングラ,スカウト,クステク,ツートッ,ランクス,サンプル,スーパー,フルオー,テクノロ,コンバッ
1,20,1,3,1,2,9,3,9,1,10,3,2,1
