さやくよ,くっつい,がしたか,うとする,しながら,うようだ,ばたいが,ことだっ,ごろから,だったか,からふく,ひそめた,かりだっ,すること,くすぶる,たらしく,ことから,ひっきり,しなかっ,からずっ,びかかっ,もわから,しばかり,からこそ,からする,かったら,ちかかり,がやつら,ふさわし,かったか,うとしな,かってく
1,1,1,1,6,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,2,1,3,1,1,1,1,1,1,1,1,1
