トロピー,ヒーメー,コンピュー,バタフラ,コントロ,キーボー,サンプル,スーパー,テクノロ,パラメー,コウモリ,キロメー,ブルメー,コンパク,メキシコ
3,1,14,1,4,1,3,1,7,2,1,31,1,1,2
