ホログラ,ハッキリ,バタフラ,ジタバタ,コントロ,カステラ,サングラ,スカウト,コウフク,ブランケッ,カップル,バッチリ,サンプル,スクラン,ガラクタ,ガッカリ,バックド,ムズアップ
2,3,1,1,1,1,2,2,2,1,6,1,2,3,2,1,2,1
