ブラスタ,クーパー,タジボー,ワープラ,コントロ,ノーサー,スラスタ,サングラ,スカウト,ボクサー,パーシバ,パープル,キロメー,パーゲー
1,6,4,4,2,2,2,3,1,2,1,1,1,1
