サークサ,トロピー,スッポリ,タップリ,スクワー,ブラスタ,コンピュー,ギーサブ,コントロ,ドーザー,トップク,メーザー,スラスタ,サングラ,スーポッ,ガッチリ,スッキリ,アップチュー,スカウト,バリボリ,ノーボー,ボクサー,カップル,ガシャガシ,イソトー,ノロジー,ワーアップ,キーボー,ブースタ,バッチリ,ザーカッ,パラドク,ドキワク,ホイサー,ワイガリ,ザードク,チラコチ,サンプル,スーパー,スカイラ,フルオー,オーパー,ガラクタ,テクノロ,サーチラ,ピコテク,コリゴリ,サブコン,バッシャー,オートク,ワイガヤ,パーバッ,キロメー,メチャクチャ,カチャカチ,スイスー,スーツケ,ブルメー,メタボリ,バッグサ,ワイキャー,ビカメラ,ゴキブリ,コンパク,サンドバ,ランデブ,サーバシ,バックド,ムズアップ,ドタバタ
1,2,1,1,2,11,117,1,50,2,1,2,3,3,3,7,1,1,4,1,1,1,1,1,2,1,10,4,1,1,1,1,1,1,1,1,1,47,14,2,2,3,10,109,2,1,1,2,1,1,3,3,1,1,1,1,4,1,1,1,1,1,1,5,1,22,1,2,1,3
