もたくさ,ことくら,ぶらすた,ずばかり,はっきり,めたこと,うとする,すっきり,しながら,さんぐら,ちらこそ,うところ,のめしな,けたこと,にこちら,くたじろ,わらずく,のただら,ことすら,がみこん,からさら,にたじろ,まろうと,のしごき,ばりあは,きくざわ,こんとろ,すーぱー,よろけた,こうから,もわかっ,もそうだ,さんのこ,からしば,ぎょろぎょ,かりだっ,うろつい,すること,つけてく,がらのた,たらしく,ばっかり,ぶつけら,かりすら,くつもり,しなかっ,とっくに,ぱらから,つーかさ,からずっ,こうへと,ぶつかっ,さらにた,ぐらふが,かったっ,ほっぽっ,あはがば,からこそ,こんぴゅー,さんはた,わなかっ,かったか,ぐらかす,ぎらつい,すたぐら,どたどし,けたかっ,さんだっ,かってく
1,1,3,1,1,1,10,1,5,3,1,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,8,1,1,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,3,1,1,1,1,1,1,1
