コンピュー,キログラ,スルクス,コントロ,クサグラ,オドラン,スラスタ,サングラ,トロクサ,ツートー,ウロボロ,ブラケッ,ブースタ,クッキー,クラスタ,プルグリ,カリカチ,キロメー,ランサー,タカムラ,ブルフラ,コンパク,トップス,ランデブ,メキシコ,ジャカラン
10,3,1,7,1,1,21,4,1,1,1,1,6,2,8,1,1,25,1,119,1,1,1,6,2,1
