コンピュー,コントロ,トップク,キーワー,ヒースタ,ヒーポッ,キーボー,ヒーカッ,スーパー,サーチラ,カチャカチ,ガッカリ,スーツケ,ギーパッ,コンパク,トップス
37,22,1,1,1,1,3,5,1,3,1,1,7,1,1,1
