ペットボ,クラウラ,ブラスタ,コンピュー,ジタバタ,コントロ,ミリパラ,スラスタ,ブルタッ,サングラ,ヘッドロ,ピーキー,キーボー,ヨロシク,バックネ,スーパー,フルオー,ガラクタ,ワーゲー,ジャーキー,キーカス,プルタッ,パラベラ,モロコシ,ドサクサ,サンクス
1,1,1,5,1,3,1,2,3,1,2,1,1,4,1,2,3,1,1,1,1,1,1,2,1,1
