ホログラ,コンピュー,カツサン,ガタゴト,ベリスク,バラメキ,ハッブル,スーパー,パーバッ,オーラン,ガチカラ,コンパク,メキシコ
3,12,1,1,1,1,1,1,1,1,1,1,2
