フラクタ,トロノー,ホログラ,スープカ,ベロチュー,スッポリ,ワースー,マザコン,コンピュー,バタフラ,ドロワー,キログラ,ジタバタ,ガラゴロ,コントロ,ブランドシ,トップク,ノーブラ,メーザー,サラサブ,ハラキリ,ドキジュー,スカウト,サクラン,ボクサー,カップル,プラグラ,ブースタ,トースタ,ゴロンゴロ,サンオイ,クッキー,ランクス,クストロ,シャキシャッ,サンプル,スクラン,スーパー,パキスタ,シャッキリ,クラムチ,テクノロ,ランゲー,ヒップラ,ジャーキー,ランドロ,バックス,ツイスタ,ダライラ,カラコロ,ピードボ,ブルンブル,サッパリ,モロコシ,ブラジャー,ワーヘッ,パーサー,メープル,コンプリ,ムシャムシ,ドタバタ
1,13,1,2,4,1,3,13,5,1,1,1,6,1,2,1,1,1,4,5,1,1,1,1,1,5,1,9,1,1,1,6,1,1,1,9,2,1,1,6,3,11,2,2,3,1,3,2,73,3,1,1,1,17,2,1,11,76,1,1,4
