コロスッ,ホログラ,コンピュー,コントロ,ピーキー,キーボー,ブースタ,ガラクタ,テクノロ,ハラワタ,トップス,ドカメラ,シナプス
1,4,4,3,1,1,6,6,1,1,1,1,1
