ブラスタ,ワープラ,コントロ,タッガリ,スラスタ,ボクサー,ランブイ,パライソ,フルオー,ガラクタ,ブラボー,キロメー,フットボ,スーツケ,コンバッ,トロピカ,トロワヤ,ギーパッ,コンパク,ランデブ,パーゲー,ドサクサ
27,1,3,1,10,2,7,12,1,4,1,7,1,2,5,1,1,1,1,2,4,1
