ゴツゴツ,キョロキョロ,コソコソ,ガタガタ,オロオロ
['ちょうど目の前には、月が見えていた。あのゴツゴツとした穴だらけの灰色の地面を見て、タツ殿はベルナール殿に聞く。\n'],['静かなこの御所の白州に、エミール殿の声が響く。左大臣殿はキョロキョロと、落ち着きなく周りを見渡している。\n'],['アルテミシア殿とコソコソ話すエミール殿。どうやら｜妾《わらわ》の服のことを頼んでいるようだ。\n'],['どこからか｜女子《おなご》の声がする。電車とは一体、何のことであろうか？そう思った矢先に、ガタガタという音が聞こえてきた。何事かと思えば、引き戸の向こう側に銀色の大きなつづら箱のようなものが走り込んでくる。そのつづらはゆっくりと止まり、引き戸が開く。皆は開いた戸のその奥へと進んでいった。\n'],['妙にオロオロしていて、セレスタン殿を見ていると可笑しくなってしまう。\n']
