がったか,もたくさ,ざわめき,さんとこ,ふかしな,ぶらすた,びくしな,もじゃもじ,にためら,さらだっ,ことがぼ,がちゃがち,ゆらしな,はっきり,きちぎら,からすー,からしゃっ,かたわら,ちらから,めたこと,うとする,くっきり,べりしな,てけがし,よろしく,すっきり,がったら,しながら,せこけた,がぶつか,がってか,からこち,うところ,するから,さーかす,さっそく,くらする,くださっ,だったら,からだっ,がみつか,がしどろ,がみこん,ことだっ,くすぐっ,ぶるから,すごくす,ことぐら,うだから,ころだっ,からぶら,だったか,こんとろ,ぐらいが,しなくた,かきむし,たっぷり,すっかり,おどけた,がっかり,こうから,もわかっ,ひそめた,きらしく,がってく,どくほっ,のしたた,もろくに,すること,ちりんちり,わないら,そろしく,じめにや,がちかち,らんだっ,たらしく,ばっかり,ことじゃか,みしめた,がっちり,くつもり,もわかり,もそもこ,くたばり,しなかっ,とっくに,からずっ,するとぼ,しなこと,すーつけ,からふる,ぶつかっ,もわから,しなどや,ことさら,ちらつか,こともわ,とくこと,しないが,とこちら,すくめた,からこそ,つかわし,かったら,わなかっ,さっぱり,ふさわし,かったか,ついから,うとしな,くたばら,けっこう,ぶりだっ,からわし,ことがた,よろめき,さんだっ,きらめき,ぶつかり,かってく
1,1,2,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,3,1,1,1,2,2,1,9,1,1,1,2,2,1,1,2,1,1,5,1,2,1,1,4,1,1,1,1,2,8,1,1,1,1,2,2,6,1,1,1,1,1,2,1,2,1,1,2,7,6,1,1,1,1,1,1,1,1,1,1,2,1,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,4,2,1,2,1,5,1,2,1,1,1,1,3,1,3,1
