ホログラ,ハッキリ,ブラスタ,コンピュー,コントロ,トップク,スラスタ,スカウト,ノープス,ランブル,ブースタ,サンプル,キーズブ,ランドロ,パラメー,ワースカ,キロメー,ランサー,スーツケ,ブルメー,サンキュー,コンサー,キーグラ,ドタバタ
58,1,1,2,3,1,3,1,4,1,13,5,3,6,2,1,1,1,2,1,1,1,1,1
