カタコト,コンピュー,コントロ,フルメタ,プラグス,ブースタ,タッグチ,クラスタ,スーパー,オーパー,テクノロ,ランゲー,グスペッ,トロポリ,ガサゴソ,ハラワタ,ポリキャッ,ポッカリ
1,4,8,1,1,12,1,1,6,2,4,2,1,1,1,2,3,1
