ハッキリ,オロギー,クニクス,コントロ,ガタムシ,ブラウザ,カップル,グタイガ,トロダク,ガラクタ,テクノロ,ランゲー,プスブル,サッパリ,ガチャガチ,ゴキブリ,メープル,ムシャムシ,ノータッ,メソポタ
1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1
