ホログラ,スクワー,コンピュー,コントロ,ゲージリ,ワーブー,ピーキー,スカウト,キーパー,ハッピー,ギーバラ,フラグダ,ブランケッ,カップル,キーボー,ブースタ,フラワー,ワーバラ,スクラン,ヘッドク,スーパー,フルオー,テクノロ,ザーラン,ブラボー,サーポッ,ランサー,ザースカ,フルカッ,コンパク,トップス,トッパー,ワークス,バックド,サンクス
5,3,8,6,110,6,1,1,2,2,1,8,5,1,18,4,2,1,2,1,5,14,1,166,3,1,1,3,1,2,1,2,2,8,1
