スッパリ,ハッキリ,マザコン,スクワー,コンピュー,コントロ,スラスタ,スッキリ,スカウト,ヒーサー,カップル,ブースタ,バッチリ,ランクス,チラコチ,フラコシ,サンプル,スクラン,スーパー,リューメー,ガラクタ,キャップス,サーチラ,ブラボー,サブブー,カチコチ,グズグス,コンバッ,コンサー
2,1,1,2,18,5,3,1,2,1,1,2,3,2,2,6,1,1,1,8,1,1,1,1,2,1,1,4,1
