ギーチュー,フラクタ,トロピー,コンピュー,コントロ,スラスタ,スッキリ,キロオー,キーボー,サンプル,スーパー,テクノロ,ワープリン,カチャカチ,ギーキュー
1,2,3,1,9,2,1,1,1,1,1,1,24,1,34
