ハッキリ,ヒーメー,コンピュー,トロスー,コントロ,ズタボロ,トップク,ブラザー,コロンブス,ザークラ,ガッチリ,ピーキー,スカウト,ヒーサー,サクラン,ヒッグス,キーボー,ブースタ,ノーコン,オタサー,ヒーカッ,キャッスル,フルオー,キリパー,オードブ,ブルメー,プルタブ,コンパク,ケッドブ
5,3,7,2,4,2,2,2,1,1,1,1,1,1,1,10,1,1,1,1,1,5,2,1,1,1,1,1,13
