コンピュー,ブルドー,スラスタ,クラブリ,ボクサー,クッキー,バラグー,カラドボ,サンプル,フルオー,ワーゲー,サンカラ,サーチラ,グスペッ,ウトボク,バラクラ,スカラン,ズラトロ,コンパク,コングー,ウルスラ
11,1,1,2,3,2,40,10,1,1,1,1,1,2,1,29,7,15,4,5,10
