ハッキリ,コンピュー,コントロ,トップク,ガッチリ,スッキリ,スカウト,カップル,ドバラン,バッチリ,ランクス,スーパー,フルカラ,キロメー,グチャグチ,ガッカリ,ブツクサ,スーツケ,コンバッ,トッパー,グッドキ,トップラ,ワイツー
2,6,5,1,1,3,6,2,1,1,1,5,1,1,1,2,1,1,1,1,3,4,2
