ミリオー,スタブリ,ハッキリ,コンピュー,バタフラ,ブリキャッ,コロンブス,スラスタ,キロオー,ヒッコリ,ガシャガシ,サックス,キーボー,ピコサッ,テクノロ,オートク,キロメー,フットボ,サンドバ,トーチカ
1,1,1,3,1,1,1,1,1,2,1,1,4,5,1,1,3,5,1,1
