さーちら,うとする,しながら,うところ,ごきぶり,ことだっ,みしてか,はっちか,がばらん,ぎーのそ,すること,からおい,だっこと,もりだっ,ずること,らんかす,からこそ,もこうし
1,2,6,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1
