ゴキブリ,トップク,サーモグ
['それは人間でも犬でもゴキブリでも同じだ。\n'],['成績では私はトップクラスではなく、断然トップだったが、地球に近い安全な任地は全て比較的裕福な人か白人で満たされていた。\n'],['全体的に青色で塗装され、丸みを帯びたボディをした機体をサーモグラフィーで表示したところ、かなりの高温となっている事が分かった。\n']
