ワーパフ,トロノー,ホログラ,ハッキリ,ブラスタ,コンピュー,ズルフラ,ヘナチョコ,ブランドシ,ギラツイ,スラスタ,プラグス,ピチスー,ガッチリ,スカウト,ブースタ,ブラコン,ヒーカッ,クッキー,クラスタ,スーパー,ブラホッ,ポッコリ,グリコシ,テクノロ,グリムク,ブラボー,ランスタ,ガチムチ,グチャグチ,コンスー,サッパリ,ブラジャー,ギーパッ,ホロスク,ブラスカ,トップス,ランデブ,トッパー,シナプス,ポッカリ,プルバッ
1,1,9,7,82,1,1,1,1,1,1,1,1,1,2,11,2,1,21,1,2,1,2,2,3,4,26,5,2,1,1,2,1,13,2,24,1,1,1,1,1,1
