スラスタ,コントロ,メキシコ,コンピュー
['\u3000操船を担当していたランド中尉が船首逆噴射推進器(リバース・スラスター)をいっぱいに噴射して減速をかけ、高度を下げようと試みた。'],['〈こちら管制室コントロール。突入を許可する。幸運を〉'],['\u3000人類初の衛星高度邀撃機「アースマンⅠ」は、ニューメキシコ州アプハムのホワイトサンズ宇宙基地に設置された、長大なリニアモーター式カタパルトによって緩やかに加速され、三分三十秒後に離昇(リフトオフ)。'],['\u3000不規則で奇怪な形状を持つ巨大な黒い物体が、見かけ上はゆっくりと、だが容赦ない速度で近づいてくる。航法コンピューターが解析したその物体の軌道は、９０％の確率でピリ・レイスと衝突するコースをとっていた。']
