サブスク,ハッキリ,コンピュー,コントロ,トップク,トロキラ,ハッピー,クスタプ,グラキリ,ノープス,スーパー,キロメー,サードク,グチャグチ
5,3,2,1,1,1,1,1,3,3,1,2,1,2
