サーカス,ホログラ,ランチカ,ハッキリ,タックイ,ブラスタ,キログラ,コントロ,トップク,スラスタ,ウジャウジ,ドブラン,フニャフラ,カップル,ブースタ,バッチリ,ヒーカッ,クラブチ,クッキー,クスパー,スクラン,スーパー,オーパー,スクリュー,テクノロ,ギーバリ,クスクラ,キロメー,グータラ,グチャグチ,メチャクチャ,ガッカリ,フットボ,クスクー,ガチャガチ,サンドバ,トップス,フットク,ムシャムシ,コンサー,ビシバシ
1,6,1,1,1,22,1,54,1,23,1,1,1,1,2,4,2,3,1,1,1,2,1,2,2,2,1,2,1,1,2,1,12,1,1,1,2,8,1,2,1
