カリプス,ギリグリ,ギーブー,コンテク,アハザー,プラカッ,キラギラ,クラウト,コンピュー,スープス,カラコロン,コントロ,ピースル,カッパー,クツグス,スラスタ,キライジ,サングラ,スッキリ,スカウト,オープリ,ハッピー,カップル,スクドー,フラワー,プラパッ,タタワー,クッキー,オーゼリ,ホロキー,サンプル,キャッスル,ガラクタ,ワーゲー,ランゲー,サブコン,テクトコ,ギーブラ,パラメー,ランクイ,カラフル,クタワー,キロメー,クスキュー,ガッカリ,ズルゲー,ブツクサ,サッパリ,チリバチ,テクスタ,コンパク,ランドキ,ポッキリ,ヒューベリ,ムズアップ
1,1,1,1,1,1,1,2,2,1,1,30,1,5,3,30,1,1,2,1,1,1,1,1,5,2,1,5,1,2,3,2,3,1,1,5,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
