かったた,はっきり,うとする,よろしく,しながら,がってか,けたばら,さっそく,するでぶ,だったら,からだっ,からさら,ことだっ,ぎーとこ,へとひた,こそうと,かったじ,さっとく,ころだっ,だったか,こんとろ,がっかり,するなよ,するばら,もそちら,すること,さらにこ,ばらくに,わらかつ,ついさっ,ことさら,からこそ,げたばら,わなかっ,ぶりだっ,びかけろ
1,1,3,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,13,1,4,1,1,1,2,2,3,1,1
