,Word,C,I,P,CI,CP,IP,CIP
49,うとうか,0.2708471185167214,0.0,0.003417823095248061,0.2708471185167214,0.27426494161196946,0.003417823095248061,0.27426494161196946
50,うとうだ,0.4621171572600098,0.0,0.0005900495160101693,0.4621171572600098,0.46270720677601995,0.0005900495160101693,0.46270720677601995
51,うとかー,0.2449186624037092,0.0,0.026845313291465476,0.2449186624037092,0.2717639756951747,0.026845313291465476,0.2717639756951747
52,うとがー,0.4256281972349947,0.0,0.038369740994809366,0.4256281972349947,0.46399793822980406,0.038369740994809366,0.46399793822980406
53,うところ,0.0174502353958903,0.0,0.0025593697567814593,0.0174502353958903,0.02000960515267176,0.0025593697567814593,0.02000960515267176
54,うとすた,0.3667089403755659,0.0,0.01247531674872279,0.3667089403755659,0.37918425712428866,0.01247531674872279,0.37918425712428866
55,うとする,0.013440050879616638,0.0,0.001366219055152226,0.013440050879616638,0.014806269934768865,0.001366219055152226,0.014806269934768865
56,うとばら,0.3426949069654601,0.0,0.011512464251397311,0.3426949069654601,0.3542073712168574,0.011512464251397311,0.3542073712168574
57,うとぶり,0.5046723977218568,0.0,0.0005732946913306698,0.5046723977218568,0.5052456924131875,0.0005732946913306698,0.5052456924131875
58,うねべん,0.9866142981514305,0.0,0.0,0.9866142981514305,0.9866142981514305,0.0,0.9866142981514305
59,うはちま,0.6822617902381698,0.0,0.021791612026258334,0.6822617902381698,0.7040534022644281,0.021791612026258334,0.7040534022644281
60,うははっ,0.2336958171850616,0.0,0.02693480174598765,0.2336958171850616,0.2606306189310493,0.02693480174598765,0.2606306189310493
61,うははー,0.5545997223493822,0.0,0.046501846422421785,0.5545997223493822,0.601101568771804,0.046501846422421785,0.601101568771804
62,うまかっ,0.07982976911113138,0.0,0.0011439572345631362,0.07982976911113138,0.08097372634569451,0.0011439572345631362,0.08097372634569451
63,うまから,0.16514041292462944,0.0,0.018263826895000432,0.16514041292462944,0.1834042398196299,0.018263826895000432,0.1834042398196299
64,うまくさ,0.8913734677347187,0.0,0.2191373772338762,0.8913734677347187,1.110510844968595,0.2191373772338762,1.110510844968595
65,うましー,0.9311096086675779,0.0,0.007218100349818188,0.9311096086675779,0.938327709017396,0.007218100349818188,0.938327709017396
66,うますか,0.7615941559557646,0.0,0.011207832501132492,0.7615941559557646,0.7728019884568971,0.011207832501132492,0.7728019884568971
67,うまなみ,0.9311096086675779,0.0,0.01629365637077991,0.9311096086675779,0.9474032650383578,0.01629365637077991,0.9474032650383578
68,うまぽい,0.9866142981514305,0.0,0.009731412592510424,0.9866142981514305,0.996345710743941,0.009731412592510424,0.996345710743941
69,うようじ,0.6133572603953825,0.0,0.1802693927612848,0.6133572603953825,0.7936266531566674,0.1802693927612848,0.7936266531566674
70,うようだ,0.02118327129455344,0.0,0.00215996163908515,0.02118327129455344,0.023343232933638592,0.00215996163908515,0.023343232933638592
71,うらかん,0.9988944427261528,0.0,0.02135041734801639,0.9988944427261528,1.0202448600741691,0.02135041734801639,1.0202448600741691
72,うらざー,0.9311096086675779,0.0,0.020962142527844604,0.9311096086675779,0.9520717511954224,0.020962142527844604,0.9520717511954224
73,うらすく,0.9866142981514305,0.0,0.0027907574550869595,0.9866142981514305,0.9894050556065175,0.0027907574550869595,0.9894050556065175
74,うろちょろ,0.9339867562722217,0.0,0.0,0.9339867562722217,0.9339867562722217,0.0,0.9339867562722217
75,うろぼろ,0.9997979416121845,0.0,0.048918790155478016,0.9997979416121845,1.0487167317676624,0.048918790155478016,1.0487167317676624
76,うんかん,0.9311096086675779,0.0,0.060469543337489516,0.9311096086675779,0.9915791520050674,0.060469543337489516,0.9915791520050674
77,うんぎゃー,0.9866142981514305,0.0,0.0,0.9866142981514305,0.9866142981514305,0.0,0.9866142981514305
78,うんごー,0.9999092042625952,0.0,0.015465171604913742,0.9999092042625952,1.015374375867509,0.015465171604913742,1.015374375867509
79,うんじと,0.3667089403755659,0.0,0.0001738386523542574,0.3667089403755659,0.36688277902792016,0.0001738386523542574,0.36688277902792016
80,うんすた,0.9974579674738373,0.0,0.0,0.9974579674738373,0.9974579674738373,0.0,0.9974579674738373
81,うんすら,0.6133572603953825,0.0,0.030675841352091917,0.6133572603953825,0.6440331017474744,0.030675841352091917,0.6440331017474744
82,うんたら,0.6717654275930589,0.0,0.03215425703441723,0.6717654275930589,0.7039196846274761,0.03215425703441723,0.7039196846274761
83,うんちく,0.8960113397413787,0.0,0.05520608055264685,0.8960113397413787,0.9512174202940256,0.05520608055264685,0.9512174202940256
84,うんちゅー,0.9866142981514305,0.0,0.0,0.9866142981514305,0.9866142981514305,0.0,0.9866142981514305
85,うんとこ,0.5046723977218568,0.0,0.01084385864246753,0.5046723977218568,0.5155162563643243,0.01084385864246753,0.5155162563643243
86,うんとぼ,0.9866142981514305,0.0,0.0167009056297317,0.9866142981514305,1.0033152037811623,0.0167009056297317,1.0033152037811623
87,うんどか,0.4431875092007125,0.0,0.004103808378760791,0.4431875092007125,0.44729131757947327,0.004103808378760791,0.44729131757947327
88,うんどさ,0.4256281972349947,0.0,0.01591010460896809,0.4256281972349947,0.44153830184396275,0.01591010460896809,0.44153830184396275
89,うんどし,0.5231341882302833,0.0,0.027573000853086706,0.5231341882302833,0.55070718908337,0.027573000853086706,0.55070718908337
90,うんどす,0.4000670998829965,0.0,0.016145682702080437,0.4000670998829965,0.41621278258507693,0.016145682702080437,0.41621278258507693
91,うんどぼ,0.9998040635181107,0.0,0.025912080392042926,0.9998040635181107,1.0257161439101536,0.025912080392042926,1.0257161439101536
92,うんはっ,0.9866142981514305,0.0,0.0,0.9866142981514305,0.9866142981514305,0.0,0.9866142981514305
93,えんぐり,0.9984202681165271,0.0,0.011924092873653069,0.9984202681165271,1.01034436099018,0.011924092873653069,1.01034436099018
94,えんげー,0.9998335599605559,0.0,0.02878502244339362,0.9998335599605559,1.0286185824039495,0.02878502244339362,1.0286185824039495
95,えんじん,0.9999073438448427,0.0,0.04608327486829721,0.9999073438448427,1.0459906187131398,0.04608327486829721,1.0459906187131398
96,えんとろ,0.9997121728954443,0.0,0.03543042856786588,0.9997121728954443,1.0351426014633103,0.03543042856786588,1.0351426014633103
97,えんどし,0.6822617902381698,0.0,0.023469836677642467,0.6822617902381698,0.7057316269158123,0.023469836677642467,0.7057316269158123
98,えんどた,0.9988944427261528,0.0,0.03873442973314789,0.9988944427261528,1.0376288724593006,0.03873442973314789,1.0376288724593006
99,えんどろ,0.9998876782485535,0.0,0.2016338747462809,0.9998876782485535,1.2015215529948344,0.2016338747462809,1.2015215529948344
100,えんのた,0.7615941559557646,0.0,0.0,0.7615941559557646,0.7615941559557646,0.0,0.7615941559557646
101,えんひり,0.9311096086675779,0.0,0.0026060985241146543,0.9311096086675779,0.9337157071916925,0.0026060985241146543,0.9337157071916925
102,えんびん,0.9311096086675779,0.0,0.013552824849308856,0.9311096086675779,0.9446624335168867,0.013552824849308856,0.9446624335168867
103,えんぶり,0.9996211881123498,0.0,0.02629933071900569,0.9996211881123498,1.0259205188313554,0.02629933071900569,1.0259205188313554
104,えんぺら,0.9998841261338252,0.0,0.05744689782101683,0.9998841261338252,1.057331023954842,0.05744689782101683,1.057331023954842
105,おいしく,0.04669498923260362,0.0,0.013565241250660607,0.04669498923260362,0.06026023048326423,0.013565241250660607,0.06026023048326423
106,おいしー,0.20817948842901668,0.0,0.012599928878960599,0.20817948842901668,0.2207794173079773,0.012599928878960599,0.2207794173079773
107,おいちび,0.6822617902381698,0.0,0.007641124394089277,0.6822617902381698,0.6899029146322591,0.007641124394089277,0.6899029146322591
108,おいてく,0.006165150001110176,0.0,0.0039352300720901425,0.006165150001110176,0.010100380073200318,0.0039352300720901425,0.010100380073200318
109,おいばか,0.14189319376693255,0.0,0.004511516829514008,0.14189319376693255,0.14640471059644655,0.004511516829514008,0.14640471059644655
110,おいべん,0.8482836399575131,0.0,0.005993541731487934,0.8482836399575131,0.854277181689001,0.005993541731487934,0.854277181689001
111,おいまじ,0.06746493120494046,0.0,0.07437921603557175,0.06746493120494046,0.1418441472405122,0.07437921603557175,0.1418441472405122
112,おずぼー,0.9988944427261528,0.0,0.004278824422485212,0.9988944427261528,1.003173267148638,0.004278824422485212,1.003173267148638
113,おたくさ,0.5545997223493822,0.0,0.034909867665434746,0.5545997223493822,0.5895095900148168,0.034909867665434746,0.5895095900148168
114,おたくっ,0.1037915345364624,0.0,0.013430652328609982,0.1037915345364624,0.11722218686507238,0.013430652328609982,0.11722218686507238
115,おたくら,0.12750729893395674,0.0,0.017237621691623524,0.12750729893395674,0.14474492062558025,0.017237621691623524,0.14474492062558025
116,おたくー,0.9311096086675779,0.0,0.0,0.9311096086675779,0.9311096086675779,0.0,0.9311096086675779
117,おたのし,0.20537067595698333,0.0,0.0,0.20537067595698333,0.20537067595698333,0.0,0.20537067595698333
118,おたまじ,0.9971107549082883,0.0,0.016862169293208832,0.9971107549082883,1.0139729242014972,0.016862169293208832,1.0139729242014972
119,おちちち,0.9311096086675779,0.0,0.0,0.9311096086675779,0.9311096086675779,0.0,0.9311096086675779
120,おちつけ,0.3087371820748117,0.0,0.01639470908335429,0.3087371820748117,0.325131891158166,0.01639470908335429,0.325131891158166
121,おろかー,0.9988944427261528,0.0,0.03880318929407258,0.9988944427261528,1.0376976320202254,0.03880318929407258,1.0376976320202254
122,おろぎー,0.9998746417419222,0.0,0.0582003859049429,0.9998746417419222,1.0580750276468651,0.0582003859049429,1.0580750276468651
123,おろする,0.04583941237878797,0.0,0.0,0.04583941237878797,0.04583941237878797,0.0,0.04583941237878797
124,おんえん,0.999683127561795,0.0,0.024659221158475707,0.999683127561795,1.0243423487202707,0.024659221158475707,1.0243423487202707
125,おんがく,0.3426949069654601,0.0,0.0,0.3426949069654601,0.3426949069654601,0.0,0.3426949069654601
126,おんくら,0.9311096086675779,0.0,0.006328403623456369,0.9311096086675779,0.9374380122910342,0.006328403623456369,0.9374380122910342
127,おんしっ,0.9984202681165271,0.0,0.019150684091255553,0.9984202681165271,1.0175709522077827,0.019150684091255553,1.0175709522077827
128,おんじん,0.6133572603953825,0.0,0.00764581941951805,0.6133572603953825,0.6210030798149005,0.00764581941951805,0.6210030798149005
129,おんすく,0.8482836399575131,0.0,0.006102396418989383,0.8482836399575131,0.8543860363765025,0.006102396418989383,0.8543860363765025
130,おんすた,0.9866142981514305,0.0,0.006157826175072016,0.9866142981514305,0.9927721243265025,0.006157826175072016,0.9927721243265025
131,おんすれ,0.6133572603953825,0.0,0.009534851477385763,0.6133572603953825,0.6228921118727683,0.009534851477385763,0.6228921118727683
132,おんすー,0.9997910935355716,0.0,0.01595357176211832,0.9997910935355716,1.01574466529769,0.01595357176211832,1.01574466529769
133,おんぷら,0.9974579674738373,0.0,0.010786364256262134,0.9974579674738373,1.0082443317300995,0.010786364256262134,1.0082443317300995
134,おんぼろ,0.998244090279252,0.0,0.053924840866772114,0.998244090279252,1.052168931146024,0.053924840866772114,1.052168931146024
135,かさこそ,0.9051482536448667,0.0,0.04689206944355734,0.9051482536448667,0.952040323088424,0.04689206944355734,0.952040323088424
136,かさぶら,0.9997532108480274,0.0,0.04775887832351632,0.9997532108480274,1.0475120891715437,0.04775887832351632,1.0475120891715437
137,かすかっ,0.6133572603953825,0.0,0.06351343111664512,0.6133572603953825,0.6768706915120276,0.06351343111664512,0.6768706915120276
138,かすじゃん,0.6822617902381698,0.0,0.0,0.6822617902381698,0.6822617902381698,0.0,0.6822617902381698
139,かすちー,0.6822617902381698,0.0,0.001320869232300495,0.6822617902381698,0.6835826594704703,0.001320869232300495,0.6835826594704703
140,かすてら,0.9990184634708057,0.0,0.016857368176252968,0.9990184634708057,1.0158758316470586,0.016857368176252968,1.0158758316470586
141,かすぷり,0.8482836399575131,0.0,0.006624184654121934,0.8482836399575131,0.8549078246116351,0.006624184654121934,0.8549078246116351
142,かたがつ,0.1106561105247379,0.0,0.0,0.1106561105247379,0.1106561105247379,0.0,0.1106561105247379
143,かたくら,0.2859202757201662,0.0,0.013474145761522434,0.2859202757201662,0.29939442148168866,0.013474145761522434,0.29939442148168866
144,かたぐら,0.9866142981514305,0.0,0.024963181639837354,0.9866142981514305,1.011577479791268,0.024963181639837354,1.011577479791268
145,かたこと,0.9997691251871776,0.0,0.02257024626259716,0.9997691251871776,1.0223393714497748,0.02257024626259716,1.0223393714497748
146,かたこん,0.9994407705227015,0.0,0.018162996365103615,0.9994407705227015,1.017603766887805,0.018162996365103615,1.017603766887805
147,かたすく,0.6822617902381698,0.0,0.005562290961334691,0.6822617902381698,0.6878240811995044,0.005562290961334691,0.6878240811995044
148,かたづけ,0.17669724962943567,0.0,0.0,0.17669724962943567,0.17669724962943567,0.0,0.17669724962943567
149,かたぶつ,0.9994080857729739,0.0,0.039819625566461576,0.9994080857729739,1.0392277113394355,0.039819625566461576,1.0392277113394355
150,かちかす,0.2859202757201662,0.0,0.40934786957233854,0.2859202757201662,0.6952681452925047,0.40934786957233854,0.6952681452925047
151,かちこち,0.9997398757902083,0.0,0.033970069808716724,0.9997398757902083,1.033709945598925,0.033970069808716724,1.033709945598925
152,かちゃかち,0.9999024819440845,0.0,0.6473522247630337,0.9999024819440845,1.6472547067071182,0.6473522247630337,1.6472547067071182
153,かちゃがち,0.0,0.0,0.043720391837279944,0.0,0.043720391837279944,0.043720391837279944,0.043720391837279944
154,かちんこちん,0.9974579674738373,0.0,0.0,0.9974579674738373,0.9974579674738373,0.0,0.9974579674738373
155,かっきー,0.996146530673345,0.0,0.2571373783301013,0.996146530673345,1.2532839090034464,0.2571373783301013,1.2532839090034464
156,かっくん,0.9974579674738373,0.0,0.06332770062598231,0.9974579674738373,1.0607856680998196,0.06332770062598231,1.0607856680998196
157,かっさば,0.197375320224904,0.0,0.08999584944568552,0.197375320224904,0.2873711696705895,0.08999584944568552,0.2873711696705895
158,かっさら,0.06885638594901944,0.0,0.11707640721497395,0.06885638594901944,0.1859327931639934,0.11707640721497395,0.1859327931639934
159,かっすか,0.5286252256434945,0.0,0.015111372509714257,0.5286252256434945,0.5437365981532087,0.015111372509714257,0.5437365981532087
160,かっすら,0.9311096086675779,0.0,0.17940277323988887,0.9311096086675779,1.1105123819074667,0.17940277323988887,1.1105123819074667
161,かっする,0.9866142981514305,0.0,0.011233825354200856,0.9866142981514305,0.9978481235056313,0.011233825354200856,0.9978481235056313
162,かったっ,0.011389029178160648,0.0,0.00036382905548231154,0.011389029178160648,0.011752858233642959,0.00036382905548231154,0.011752858233642959
163,かったら,0.003623172551418863,0.0,0.0,0.003623172551418863,0.003623172551418863,0.0,0.003623172551418863
164,かっちか,0.9991624666311112,0.0,0.053790837233563996,0.9991624666311112,1.0529533038646752,0.053790837233563996,1.0529533038646752
165,かっちょい,0.7206956331664796,0.0,0.0,0.7206956331664796,0.7206956331664796,0.0,0.7206956331664796
166,かっちり,0.9546448853729097,0.0,0.6622497634098736,0.9546448853729097,1.6168946487827833,0.6622497634098736,1.6168946487827833
167,かっちー,0.9986125310172991,0.0,0.00976086864125182,0.9986125310172991,1.0083733996585509,0.00976086864125182,1.0083733996585509
168,かってか,0.016609767969592903,0.0,0.0,0.016609767969592903,0.016609767969592903,0.0,0.016609767969592903
169,かってく,0.013065458562809384,0.0,0.0006611820997274086,0.013065458562809384,0.013726640662536793,0.0006611820997274086,0.013726640662536793
170,かってら,0.07919886280030997,0.0,0.08640926143939623,0.07919886280030997,0.1656081242397062,0.08640926143939623,0.1656081242397062
171,かっとこ,0.8044548002984016,0.0,0.02978657275231082,0.8044548002984016,0.8342413730507123,0.02978657275231082,0.8342413730507123
172,かっはっ,0.8044548002984016,0.0,0.0272743835792288,0.8044548002984016,0.8317291838776304,0.0272743835792288,0.8317291838776304
173,かっぱら,0.09406074231509676,0.0,0.0258638856890797,0.09406074231509676,0.11992462800417646,0.0258638856890797,0.11992462800417646
174,かっぷす,0.9965597488095617,0.0,0.020031006056898476,0.9965597488095617,1.0165907548664601,0.020031006056898476,1.0165907548664601
175,かっぷら,0.9998886494097736,0.0,0.03027926117923668,0.9998886494097736,1.0301679105890102,0.03027926117923668,1.0301679105890102
176,かっぷりん,0.9914827858961799,0.0,0.06730794725481949,0.9914827858961799,1.0587907331509994,0.06730794725481949,1.0587907331509994
177,かっぷる,0.9999144207069444,0.0,0.05852153064975114,0.9999144207069444,1.0584359513566954,0.05852153064975114,1.0584359513566954
178,かっわい,0.4256281972349947,0.0,0.01343422781010797,0.4256281972349947,0.4390624250451026,0.01343422781010797,0.4390624250451026
179,かつかっ,0.6133572603953825,0.0,0.0077099587999895376,0.6133572603953825,0.6210672191953721,0.0077099587999895376,0.6210672191953721
180,かつきり,0.9311096086675779,0.0,0.007792687846415399,0.9311096086675779,0.9389022965139933,0.007792687846415399,0.9389022965139933
181,かつくー,0.6822617902381698,0.0,0.004796472157220965,0.6822617902381698,0.6870582623953908,0.004796472157220965,0.6870582623953908
182,かつぱー,0.7615941559557646,0.0,0.7651304730334764,0.7615941559557646,1.5267246289892409,0.7651304730334764,1.5267246289892409
183,からおん,0.13431850943848245,0.0,0.013920969990707816,0.13431850943848245,0.14823947942919027,0.013920969990707816,0.14823947942919027
184,からかっ,0.0170051632773196,0.0,0.0006585892612644142,0.0170051632773196,0.017663752538584016,0.0006585892612644142,0.017663752538584016
185,からからん,0.8482836399575131,0.0,0.0,0.8482836399575131,0.8482836399575131,0.0,0.8482836399575131
186,からかん,0.7282542059818116,0.0,0.028188243059963126,0.7282542059818116,0.7564424490417747,0.028188243059963126,0.7564424490417747
187,からくり,0.9729721624891758,0.0,0.0280179934043808,0.9729721624891758,1.0009901558935566,0.0280179934043808,1.0009901558935566
188,からくる,0.012105946086930608,0.0,0.0003308139835493271,0.012105946086930608,0.012436760070479934,0.0003308139835493271,0.012436760070479934
189,からけた,0.197375320224904,0.024994792968420665,0.6288152666711515,0.22237011319332467,0.8261905868960555,0.6538100596395722,0.8511853798644762
190,からこそ,0.011555725964722763,0.0,0.0014775969216024422,0.011555725964722763,0.013033322886325204,0.0014775969216024422,0.013033322886325204
191,からころ,0.9530843384501813,0.0,0.023440475005735286,0.9530843384501813,0.9765248134559166,0.023440475005735286,0.9765248134559166
192,からこん,0.20315595985847756,0.0,0.01898677396316475,0.20315595985847756,0.22214273382164232,0.01898677396316475,0.22214273382164232
193,からしっ,0.021926309760886387,0.0,0.014314828543880017,0.021926309760886387,0.036241138304766406,0.014314828543880017,0.036241138304766406
194,からしな,0.04850559432569845,0.0,0.01900209124219856,0.04850559432569845,0.06750768556789702,0.01900209124219856,0.06750768556789702
195,からする,0.006631202534565173,0.0,0.006910612999289749,0.006631202534565173,0.01354181553385492,0.006910612999289749,0.01354181553385492
196,からすれ,0.0061123933135203146,0.0,0.00044608727522189363,0.0061123933135203146,0.006558480588742208,0.00044608727522189363,0.006558480588742208
197,からどぼ,0.9581700814595588,0.0,0.020966703632378014,0.9581700814595588,0.9791367850919368,0.020966703632378014,0.9791367850919368
198,からばし,0.18997158704554318,0.0,0.033044887308103295,0.18997158704554318,0.22301647435364647,0.033044887308103295,0.22301647435364647
199,からぱー,0.031045920320616593,0.0,0.00540660775093524,0.031045920320616593,0.03645252807155183,0.00540660775093524,0.03645252807155183
200,からびー,0.033100486065378076,0.0,0.022739995132437768,0.033100486065378076,0.055840481197815844,0.022739995132437768,0.055840481197815844
201,からぶり,0.23917836308669216,0.0,0.36550526232330877,0.23917836308669216,0.604683625410001,0.36550526232330877,0.604683625410001
202,からぼり,0.3667089403755659,0.0,0.0,0.3667089403755659,0.3667089403755659,0.0,0.3667089403755659
203,からぽり,0.3426949069654601,0.0,0.0,0.3426949069654601,0.3426949069654601,0.0,0.3426949069654601
204,からまる,0.07796644137536823,0.0,0.033802521190359064,0.07796644137536823,0.1117689625657273,0.033802521190359064,0.1117689625657273
205,からもた,0.027770635492009754,0.0,0.003892536049336914,0.027770635492009754,0.031663171541346666,0.003892536049336914,0.031663171541346666
206,からよろ,0.012076707517965968,0.0,0.0,0.012076707517965968,0.012076707517965968,0.0,0.012076707517965968
207,からりん,0.059453609727903256,0.0,0.005385518071901833,0.059453609727903256,0.0648391277998051,0.005385518071901833,0.0648391277998051
208,からんかっ,0.07339718363952819,0.0,0.0,0.07339718363952819,0.07339718363952819,0.0,0.07339718363952819
209,からんから,0.9700708501836282,0.0,0.6607278178517594,0.9700708501836282,1.6307986680353874,0.6607278178517594,1.6307986680353874
210,からんこと,0.03874029184324179,0.0,0.002407521426272829,0.03874029184324179,0.041147813269514624,0.002407521426272829,0.041147813269514624
211,からんころ,0.8385344798314229,0.0,0.45461484091549553,0.8385344798314229,1.2931493207469185,0.45461484091549553,1.2931493207469185
212,かりあー,0.9934246772281319,0.0,0.022857282433781913,0.9934246772281319,1.0162819596619137,0.022857282433781913,1.0162819596619137
213,かりかち,0.9996211881123498,0.0,0.0217110268292179,0.9996211881123498,1.0213322149415678,0.0217110268292179,1.0213322149415678
214,かりがり,0.9540452601799487,0.0,0.6151408183428454,0.9540452601799487,1.5691860785227942,0.6151408183428454,1.5691860785227942
215,かりがー,0.7615941559557646,0.0,0.024299519939095755,0.7615941559557646,0.7858936758948604,0.024299519939095755,0.7858936758948604
216,かりぐら,0.6464819337624415,0.0,0.013086386650093252,0.6464819337624415,0.6595683204125347,0.013086386650093252,0.6595683204125347
