ブラザー,クッキー,ワンピー,ズンバタ,カップル,パンパカ,ズバピタ,コンビー,ポンコツ,キンハー,タッカー,タッチャブ,ガラクタ,ボーデン,キューコン,ボンクラ,ピッキン,クスシー,タックル,ガチャガチ,リントン,ドタバタ,プリズン,チンパン,ピッカー,ワンクッ,デコボコ,ゴードン,ポーカー,メチャクチャ,グーパー,ブラウン,グスペッ,ブーメラ,トンタッ
1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,3,1,1,2,1,1,1,5,1,1,1,1,2,2,2,1,2,1,2,1
