クッキー,ワンピー,ジンジャー,カップル,カラコロ,グルマザ,シュークリ,ピンポン,チリリン,コットン,スタサラ,シーズン,プリコッ,ペットボ,クドチー,チリンチリ,パンプス,スーパー,グスカー,マルスー,スレチッ,ジンクス,ヨロシク,スクリーン
1,6,1,1,3,2,4,1,1,1,2,3,1,3,1,3,1,3,3,1,1,1,1,1
