するから,たっぷり,しくにこ,てかわい,ことがた,がーべら,どきする,からかっ,しーずん,はっきり,ぴんくよ,うとする,はきちん,ころから
"['お前が妹を蔑ろにするから。', 'まりあの身代わりにするから。']",['そう茶目っ気たっぷりに笑ったら、公爵さまはさっきよりもずっとずっと痛そうな顔をした。'],['なんだかよくわからなくて怖かったけど、いつも優しくにこにこしているお兄様が、とっても真面目な顔でそういうのなら、私は帰った方がいいのだろう。'],['あんなに若くして亡くなってしまってかわいそう、と思ったのは覚えている。'],['主催者側としてやらなければならないことがたくさんあるもの。'],"['私は、大輪のばらよりも素朴ながーべらが好きだわ。', '「あんね、これお見舞いよ。がーべら。あなた好きでしょ？」', 'お花を持ってくるときはがーべらを。']",['そうね、いつもどきどきするわ。'],['からかっているにしてもひどすぎる冗談だわ。'],['社交しーずん中、最も大きないべんとは、王宮で催される王家主催の舞踏会。'],"['いつ亡くなったのかは、はっきりと思い出せないけれど。', 'お兄様たちと４人であったあのときに、私の好きな物はっきり教えてあげたのに。']",['「ぴんくよ、どれすはいつもそればっかり」'],"['一生懸命思いだそうとするけれど、なにも思い出せない。', 'それに何かを思い出そうとすると、べっどの上で「まりあ」と呼ぶ声と、胸の苦しさを覚えるから、思い出すことを放棄してしまう。']",['半年間の婚約期間中、ぎるばーとはきちんと婚約者としての勤めを果たしてくれた。'],['ああ、やっぱりまりあ様のところから離れない。']
