ガタガタ,パクパク,ツルツル,ドキドキ,マジマジ,ゲーゲー,パンパン,ニヤニヤ,チカチカ
['\u3000魔王とその軍勢によって殺されたと人々の命が返ってくることは決してない。奴らの手によって幾つもの国が落ち、土地は荒れ果てた。世界の経済はガタガタで、食料の供給すらままならない。人々の心は深く沈んでいて、どこから手を付ければいいか分からない有様だ。\n'],['\u3000酸素を求める金魚のように、僕はアリシアを見て口をパクパクと開閉する。\n'],['\u3000床は大理石の様にツルツルとしているのにどいうわけか一切の光沢がない。そもそも、ここには一つたり\u3000とも光源がないため、光の反射のしようがないのだろう。\n'],['\u3000２重の意味でドキドキした。\n'],['「マジマジ」\n'],['\u3000自分？自分はアリシアの走るペースに追いつこうとした結果、演習場の横でゲーゲー吐いていた。\n'],['\u3000一日中王都を歩き回ったおかげで僕の足はパンパンだ。正直、座っているベンチから立ちたくない。\n'],['\u3000その様子に僕が顔をしかめていると、彼は急に声を落として小声で話しかけてきた。口元に浮かべたニヤニヤ笑いが妙に気にかかる。\n'],['\u3000視界がチカチカと明滅し、呼吸をすることすら苦痛になる。\n']
