ザーザー,バタバタ
['\u3000すると、お姉さんが腰の辺りにつけていたトランシーバーがザーザーと鳴って、なにか指示のようなものを誰かがしているようだった。'],['\u3000朝の犬騒動があってバタバタしたけど、よく分からないうちにあっという間に学校は終わってしまった。']
