がーでん,ごちゃごち,たってか,どきちん,つけたら,てかけら,くっきー,しなくちゃ,みしがり,かっつー,むしゃくしゃ,くんから,にたくさ,よろめき,うとしな,ずきする,はっきり,きりする,ことしな,うとする,すればき,とくにこ,うだから,よろしく,からかっ,するばか,きしめた,くっきり,ぶらうん,げたこと,ちらから,わなかっ,まること,からぽた,ぼそうと,しっかり,ちょこかす,うところ,からぼろ,びくする,つけてく,ぶらりん,わんぴー,わんばか,たったら,たらしく,ばしたら,もそうだ,からじわ,たらこっ,からかち,うようだ,するなよ,ことすら,そろしく,からどん,くさがら,ころから,するから,すること,かったら,からする,たらばら,がたべた,しなかっ,かっぴら,からこん,たぷりん,がたかっ,おいしく,ことばか,しくもそ,じめすい,からこそ,むらから,しとしな,ちょこちょい,べたから,ことがち,がぶつけ,ふらつか,てかぶり,ひたすら,するとこ,はきちん,しなこと,きしめら,たらどー,かったっ,にこちら,さらにこ,けたこと,しながら,うとすれ,ぎょろつか,つんざく
2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,3,1,1,1,1,1,1,1,8,1,1,1,2,2,2,1,1,2,1,7,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,9,6,1,1,1,7,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,3,10,1,1,1
