ブーメラ,アーデン
['\u3000それお前の隣にいたであろうマリー男爵令嬢に言えよ。誰彼構わず声をかけて魅了する不埒者ならあなたの横にいたと思いますよ。後、婚約者がいるのに浮気した馬鹿上が言ってもブーメランにしかなってないです。'],"['「エドワード様は陛下の最後の情けにより毒杯で自害を。マリー男爵令嬢は縛り首で、ハミルトン家は取り潰し。配下でありながらエドワード様の凶行を止めずアリシアを拘束しようとした配下たちは、北のアーデンブリッズに兵として送り込まれることとなりました」', '\u3000アーデンブリッズは極寒の厳しい土地で、蛮族による襲撃が多々あり、環境もあわせて常に死と隣り合わせにある場所だ。そんな厳しい土地をうまく収めているのがローガン子爵。この方が蛮族の襲撃を幾度と跳ね返した名将として有名なのだが、もっと有名なのが男色であるということ、つまりホモなのである。いや、バイだっけか？\u3000忘れたけど、そんな彼のもとに兵として送ら……贈られるということは、つまり、そういうことだ。']"
