クッキー,ワンピー,カップル,コンパク,ピンクサ,クリスタ,コンプリ,ブリザー,リントン,スルスタ,コットン,マルクス,シーズン,ブラコン,コントロ,ゴードン,ガンジー,バリトン,パーカー,スパイラ
1,3,1,1,5,1,1,1,33,1,2,40,2,1,1,92,2,1,15,1
