ワンピー,カラクリ,カップル,コンパク,アップスタ,チンピラ,ツンデレ,コックリ,トコトン,パチクリ,クリスタ,プルギス,バシャバシ,カランカラ,ビシバシ,ブリザー,カーペッ,ドロシー,ドタバタ,バタゴロ,ドンピシ,ハッキリ,カチャカチ,コントロ,ポーカー,ブツクサ,ピッカリ,グーパー
5,6,1,1,1,2,3,2,1,1,222,1,1,1,1,10,2,4,1,1,1,1,1,10,1,1,10,2
